Heure,Dimanche,Jeudi,Lundi,Mardi,Mercredi,Samedi,Vendredi
15:40:00,483.7837837837838,176.725,242.74418604651163,215.05714285714285,223.05263157894737,390.69444444444446,270.8510638297872
16:00:00,483.47222222222223,189.9268292682927,252.13953488372093,226.17142857142858,233.47368421052633,394.8611111111111,283.0
16:20:00,489.94594594594594,208.41463414634146,266.4186046511628,241.41176470588235,249.02702702702703,405.2432432432432,299.39130434782606
16:40:00,498.5135135135135,228.0,286.4651162790698,261.51428571428573,271.2631578947368,416.5135135135135,318.63829787234044
17:00:00,504.47222222222223,258.925,313.5,284.0,298.92105263157896,429.6756756756757,342.27659574468083
17:20:00,518.6216216216217,286.2682926829268,337.27906976744185,308.8,323.42105263157896,440.1388888888889,362.1489361702128
17:40:00,531.081081081081,316.8292682926829,359.1190476190476,338.0857142857143,353.60526315789474,458.51428571428573,392.4255319148936
18:00:00,537.9473684210526,344.5121951219512,398.90697674418607,367.48571428571427,380.4864864864865,475.02702702702703,424.8636363636364
18:20:00,548.5897435897435,373.5121951219512,429.45238095238096,393.85714285714283,413.4736842105263,491.7837837837838,445.75555555555553
18:40:00,560.1025641025641,403.975,463.8139534883721,425.0571428571429,435.80555555555554,507.81081081081084,467.3636363636364
19:00:00,568.8205128205128,433.3333333333333,489.0,451.1142857142857,466.94594594594594,520.5945945945946,485.8139534883721
19:20:00,574.2307692307693,453.775,510.64285714285717,471.14285714285717,484.97297297297297,528.3055555555555,500.4318181818182
19:40:00,578.8684210526316,473.075,530.0,488.62857142857143,504.3783783783784,540.2777777777778,514.3409090909091
20:00:00,587.025641025641,490.1,544.9069767441861,506.48571428571427,519.7567567567568,548.6666666666666,527.9302325581396
20:20:00,591.3333333333334,504.775,555.4651162790698,519.0,532.4324324324324,555.3611111111111,538.9069767441861
20:40:00,594.8717948717949,523.7073170731708,566.046511627907,530.0909090909091,542.7894736842105,561.4444444444445,546.7317073170732
21:00:00,597.1282051282051,534.0243902439024,572.9069767441861,544.9428571428572,550.3684210526316,566.25,553.0930232558139
21:20:00,598.5128205128206,540.4634146341464,579.1860465116279,551.8857142857142,555.5,570.1666666666666,556.8604651162791
21:40:00,599.0526315789474,547.170731707317,583.7906976744187,560.4571428571429,560.3684210526316,572.7222222222222,561.0930232558139
22:00:00,600.3421052631579,554.0,588.3720930232558,568.1428571428571,562.4864864864865,575.7714285714286,565.6046511627907
22:20:00,604.8378378378378,560.0975609756098,593.0930232558139,573.8571428571429,568.7837837837837,580.7567567567568,571.0
22:40:00,607.2702702702703,568.7560975609756,599.2380952380952,581.7058823529412,576.3783783783783,586.5405405405405,579.3095238095239
23:00:00,608.1944444444445,573.609756097561,605.0714285714286,588.6944444444445,579.8918918918919,590.5945945945946,588.6666666666666
23:20:00,609.1142857142858,577.780487804878,604.0930232558139,590.1714285714286,583.8918918918919,594.918918918919,588.953488372093
23:40:00,613.9444444444445,582.9512195121952,606.7209302325581,595.1388888888889,590.6111111111111,600.1351351351351,595.5
